2016-09-16 14:39:43,921 Starting new HTTPS connection (1): slack.com
2016-09-16 14:39:44,642 /Users/rthosfelt/bin/python-rtmbot/plugins/channel_finder.py
2016-09-16 14:39:44,643 /Users/rthosfelt/bin/python-rtmbot/plugins/repeat.py
2016-09-16 14:39:44,645 []
2016-09-16 14:39:44,646 got process_hello
2016-09-16 14:39:44,646 []
2016-09-16 14:39:44,646 []
2016-09-16 14:39:44,751 got process_reconnect_url
2016-09-16 14:39:44,752 []
2016-09-16 14:39:44,752 []
2016-09-16 14:39:44,855 got process_pong
2016-09-16 14:39:44,856 []
2016-09-16 14:39:44,856 []
2016-09-16 14:39:44,958 got process_presence_change
2016-09-16 14:39:44,958 []
2016-09-16 14:39:44,958 []
2016-09-16 14:39:45,062 got process_presence_change
2016-09-16 14:39:45,062 []
2016-09-16 14:39:45,062 []
2016-09-16 14:39:45,788 got process_user_typing
2016-09-16 14:39:45,788 []
2016-09-16 14:39:45,788 []
2016-09-16 14:39:48,143 got process_pong
2016-09-16 14:39:48,145 []
2016-09-16 14:39:48,145 []
2016-09-16 14:39:49,180 got process_message
2016-09-16 14:39:49,181 []
2016-09-16 14:39:49,181 []
2016-09-16 14:39:52,260 got process_pong
2016-09-16 14:39:52,261 []
2016-09-16 14:39:52,261 []
2016-09-16 14:39:56,170 got process_pong
2016-09-16 14:39:56,171 []
2016-09-16 14:39:56,171 []
2016-09-16 14:40:00,113 got process_pong
2016-09-16 14:40:00,113 []
2016-09-16 14:40:00,113 []
2016-09-16 14:40:04,146 got process_pong
2016-09-16 14:40:04,147 []
2016-09-16 14:40:04,147 []
2016-09-16 14:40:08,256 got process_pong
2016-09-16 14:40:08,256 []
2016-09-16 14:40:08,257 []
2016-09-16 14:40:12,247 got process_pong
2016-09-16 14:40:12,247 []
2016-09-16 14:40:12,247 []
2016-09-16 14:40:16,264 got process_pong
2016-09-16 14:40:16,264 []
2016-09-16 14:40:16,264 []
2016-09-16 14:40:19,859 Initialized in: /Users/rthosfelt/bin/python-rtmbot
2016-09-16 14:40:20,263 Starting new HTTPS connection (1): slack.com
2016-09-16 14:40:21,258 /Users/rthosfelt/bin/python-rtmbot/plugins/channel_finder.py
2016-09-16 14:40:21,258 /Users/rthosfelt/bin/python-rtmbot/plugins/repeat.py
2016-09-16 14:40:21,259 []
2016-09-16 14:40:22,175 got process_hello
2016-09-16 14:40:22,176 []
2016-09-16 14:40:22,176 []
2016-09-16 14:40:22,278 got process_reconnect_url
2016-09-16 14:40:22,279 []
2016-09-16 14:40:22,279 []
2016-09-16 14:40:22,381 got process_pong
2016-09-16 14:40:22,381 []
2016-09-16 14:40:22,382 []
2016-09-16 14:40:22,483 got process_presence_change
2016-09-16 14:40:22,484 []
2016-09-16 14:40:22,484 []
2016-09-16 14:40:25,147 got process_pong
2016-09-16 14:40:25,147 []
2016-09-16 14:40:25,147 []
2016-09-16 14:40:29,252 got process_pong
2016-09-16 14:40:29,253 []
2016-09-16 14:40:29,254 []
2016-09-16 14:40:31,217 got process_reconnect_url
2016-09-16 14:40:31,217 []
2016-09-16 14:40:31,217 []
2016-09-16 14:40:33,185 got process_pong
2016-09-16 14:40:33,186 []
2016-09-16 14:40:33,186 []
2016-09-16 14:40:34,195 got process_message
2016-09-16 14:40:34,195 []
2016-09-16 14:42:39,253 Initialized in: /Users/rthosfelt/bin/python-rtmbot
2016-09-16 14:42:39,666 Starting new HTTPS connection (1): slack.com
2016-09-16 14:42:40,662 /Users/rthosfelt/bin/python-rtmbot/plugins/channel_finder.py
2016-09-16 14:43:11,643 Initialized in: /Users/rthosfelt/bin/python-rtmbot
2016-09-16 14:43:11,678 Starting new HTTPS connection (1): slack.com
2016-09-16 14:43:12,702 /Users/rthosfelt/bin/python-rtmbot/plugins/channel_finder.py
2016-09-16 14:43:12,703 /Users/rthosfelt/bin/python-rtmbot/plugins/repeat.py
2016-09-16 14:43:12,705 []
2016-09-16 14:43:12,706 got process_hello
2016-09-16 14:43:12,706 []
2016-09-16 14:43:12,706 []
2016-09-16 14:43:12,810 got process_reconnect_url
2016-09-16 14:43:12,810 []
2016-09-16 14:43:12,811 []
2016-09-16 14:43:12,911 got process_pong
2016-09-16 14:43:12,912 []
2016-09-16 14:43:12,912 []
2016-09-16 14:43:13,629 got process_presence_change
2016-09-16 14:43:13,629 []
2016-09-16 14:43:13,629 []
2016-09-16 14:43:14,251 got process_user_typing
2016-09-16 14:43:14,251 []
2016-09-16 14:43:14,251 []
2016-09-16 14:43:16,112 got process_pong
2016-09-16 14:43:16,112 []
2016-09-16 14:43:16,112 []
2016-09-16 14:43:17,978 got process_user_typing
2016-09-16 14:43:17,979 []
2016-09-16 14:43:17,979 []
2016-09-16 14:43:18,082 got process_message
2016-09-16 14:43:18,083 []
2016-09-16 14:43:18,083 []
2016-09-16 14:43:20,149 got process_pong
2016-09-16 14:43:20,149 []
2016-09-16 14:43:20,150 []
2016-09-16 14:43:24,142 got process_pong
2016-09-16 14:43:24,142 []
2016-09-16 14:43:24,143 []
2016-09-16 14:43:28,181 got process_pong
2016-09-16 14:43:28,182 []
2016-09-16 14:43:28,182 []
2016-09-16 14:43:31,184 got process_reconnect_url
2016-09-16 14:43:31,184 []
2016-09-16 14:43:31,185 []
2016-09-16 14:43:32,110 got process_pong
2016-09-16 14:43:32,110 []
2016-09-16 14:43:32,110 []
2016-09-16 14:43:36,167 got process_pong
2016-09-16 14:43:36,167 []
2016-09-16 14:43:36,167 []
2016-09-16 14:43:40,119 got process_pong
2016-09-16 14:43:40,119 []
2016-09-16 14:43:40,119 []
2016-09-16 14:43:44,146 got process_pong
2016-09-16 14:43:44,147 []
2016-09-16 14:43:44,147 []
2016-09-16 14:43:48,138 got process_pong
2016-09-16 14:43:48,139 []
2016-09-16 14:43:48,139 []
2016-09-16 14:43:50,603 got process_message
2016-09-16 14:43:50,604 []
2016-09-16 14:43:50,604 []
2016-09-16 14:43:52,150 got process_pong
2016-09-16 14:43:52,150 []
2016-09-16 14:43:52,151 []
2016-09-16 14:43:56,178 got process_pong
2016-09-16 14:43:56,179 []
2016-09-16 14:43:56,179 []
2016-09-16 14:44:07,141 Initialized in: /Users/rthosfelt/bin/python-rtmbot
2016-09-16 14:44:07,579 Starting new HTTPS connection (1): slack.com
2016-09-16 14:44:08,310 /Users/rthosfelt/bin/python-rtmbot/plugins/channel_finder.py
2016-09-16 14:44:08,313 /Users/rthosfelt/bin/python-rtmbot/plugins/repeat.py
2016-09-16 14:44:08,313 []
2016-09-16 14:44:08,314 got process_hello
2016-09-16 14:44:08,314 []
2016-09-16 14:44:08,314 []
2016-09-16 14:44:08,416 got process_reconnect_url
2016-09-16 14:44:08,416 []
2016-09-16 14:44:08,416 []
2016-09-16 14:44:08,521 got process_pong
2016-09-16 14:44:08,521 []
2016-09-16 14:44:08,521 []
2016-09-16 14:44:08,728 got process_presence_change
2016-09-16 14:44:08,728 []
2016-09-16 14:44:08,728 []
2016-09-16 14:44:08,834 got process_presence_change
2016-09-16 14:44:08,834 []
2016-09-16 14:44:08,834 []
2016-09-16 14:44:09,555 got process_user_typing
2016-09-16 14:44:09,555 []
2016-09-16 14:44:09,555 []
2016-09-16 14:44:10,492 got process_user_typing
2016-09-16 14:44:10,492 []
2016-09-16 14:44:10,493 []
2016-09-16 14:44:11,222 got process_user_typing
2016-09-16 14:44:11,222 []
2016-09-16 14:44:11,222 []
2016-09-16 14:44:12,141 got process_pong
2016-09-16 14:44:12,141 []
2016-09-16 14:44:12,141 []
2016-09-16 14:44:14,512 got process_message
2016-09-16 14:44:14,512 []
